Company Tickers,P/E Current,P/E Ratio (w/ extraordinary items),P/E Ratio (w/o extraordinary items),Price to Sales Ratio,Price to Book Ratio,Price to Cash Flow Ratio,Enterprise Value to EBITDA,Enterprise Value to Sales,Total Debt to Enterprise Value,Revenue/Employee,Income Per Employeee,Receivables Turnover,Total Asset Turnover,Current Ratio,Quick Ratio,Cash Ratio,Gross Margin,Operating Margin,Pretax Margin,Net Margin,Return on Assets,Return on Equity,Return on Total Capital,Return on Invested Capital,Total Debt to Total Equity,Total Debt to Total Capital,Total Debt to Total Assets,Long-Term Debt to Equity,Long-Term Debt to Total Capital
NOC,11.02,13.19,8.89,1.75,4.68,17.46,17.38,2.44,N/A,N/A,N/A,N/A,0.82,1.28,1.20,0.37,2038.00,1029.00,2506.00,1964.00,1609.00,5960.00,1340.00,N/A,N/A,N/A,34.42,N/A,N/A
NLOK,17.10,17.09,19.04,5.69,N/A,16.35,13.35,5.67,N/A,N/A,N/A,N/A,0.42,0.74,0.74,0.62,8237.00,3705.00,3727.00,2990.00,1257.00,N/A,2990.00,N/A,N/A,N/A,55.15,N/A,N/A
NCLH,N/A,N/A,N/A,11.70,3.55,N/A,-9.80,7.31,N/A,N/A,N/A,N/A,0.03,0.85,0.82,0.47,-24920.00,-38677.00,-69466.00,-69548.00,-2428.00,-13281.00,-1569.00,N/A,N/A,N/A,70.22,N/A,N/A
NRG,4.53,2.79,4.83,0.39,2.92,21.41,7.46,0.45,N/A,N/A,N/A,N/A,1.41,1.37,1.31,0.62,1022.00,282.00,1063.00,813.00,1149.00,8284.00,672.00,N/A,N/A,N/A,35.75,N/A,N/A
NUE,6.13,4.16,4.93,0.92,2.22,5.38,4.01,0.95,N/A,N/A,N/A,N/A,1.59,2.48,1.32,0.51,3030.00,2562.00,2522.00,1863.00,2958.00,5479.00,5046.00,N/A,N/A,N/A,22.38,N/A,N/A
NVDA,46.64,48.12,59.37,21.51,21.51,63.57,37.05,14.86,N/A,N/A,N/A,N/A,0.74,6.65,6.05,4.89,6493.00,3967.00,3694.00,3623.00,2673.00,4483.00,3394.00,N/A,N/A,N/A,26.45,N/A,N/A
NVR,13.90,10.23,18.44,2.61,6.57,18.35,9.48,1.43,N/A,N/A,N/A,N/A,1.51,3.71,2.14,2.12,2264.00,1620.00,1819.00,1415.00,2130.00,4051.00,3050.00,N/A,N/A,N/A,27.27,N/A,N/A
NXPI,26.57,19.50,32.95,5.68,9.24,20.41,14.39,4.48,N/A,N/A,N/A,N/A,0.54,2.13,1.65,1.15,4949.00,2336.00,1971.00,1691.00,911.00,2419.00,1495.00,N/A,N/A,N/A,50.87,N/A,N/A
ORLY,23.13,22.12,22.71,3.69,N/A,15.33,16.20,3.84,N/A,N/A,N/A,N/A,1.08,0.77,0.14,0.06,5027.00,2198.00,2087.00,1624.00,1755.00,586357.00,4841.00,N/A,N/A,N/A,47.34,N/A,N/A
OXY,41.68,6.61,18.38,1.07,2.56,2.66,6.71,2.67,N/A,N/A,N/A,N/A,0.32,1.23,1.00,0.33,2929.00,1799.00,1427.00,1071.00,341.00,1429.00,876.00,N/A,N/A,N/A,38.72,N/A,N/A
ODFL,35.37,28.82,40.33,7.94,11.20,34.40,20.45,5.79,N/A,N/A,N/A,N/A,1.14,2.98,2.98,1.54,3275.00,2697.00,2641.00,1968.00,2251.00,2953.00,3824.00,N/A,N/A,N/A,4.21,N/A,N/A
OMC,11.05,11.54,11.22,1.11,4.68,8.12,6.93,1.15,N/A,N/A,N/A,N/A,0.51,0.98,0.98,0.33,1769.00,1503.00,1392.00,985.00,502.00,4431.00,1944.00,N/A,N/A,N/A,24.18,N/A,N/A
ON,31.28,18.48,29.86,4.47,6.41,16.92,16.60,4.29,N/A,N/A,N/A,N/A,0.74,2.45,1.56,0.89,3880.00,2038.00,1718.00,1498.00,1104.00,2486.00,1826.00,N/A,N/A,N/A,33.76,N/A,N/A
OKE,19.39,18.48,17.54,1.52,4.36,10.25,12.27,1.90,N/A,N/A,N/A,N/A,0.74,0.75,0.56,0.05,1748.00,1652.00,1149.00,868.00,642.00,2488.00,1420.00,N/A,N/A,N/A,58.24,N/A,N/A
ORCL,32.00,31.49,29.83,4.72,N/A,21.01,13.86,6.20,N/A,N/A,N/A,N/A,0.35,1.62,1.61,1.12,7637.00,3738.00,1846.00,1583.00,559.00,N/A,1903.00,N/A,N/A,N/A,72.72,N/A,N/A
OGN,5.95,7.30,5.71,1.21,N/A,3.14,8.06,2.58,N/A,N/A,N/A,N/A,0.62,1.45,1.10,0.28,6255.00,2943.00,2404.00,2124.00,1312.00,6792.00,2567.00,N/A,N/A,N/A,87.67,N/A,N/A
OTIS,27.91,27.48,30.15,2.63,N/A,21.46,16.15,2.72,N/A,N/A,N/A,N/A,1.24,1.32,1.22,0.56,2943.00,1520.00,1372.00,871.00,1084.00,N/A,5367.00,N/A,N/A,N/A,63.44,N/A,N/A
PCAR,17.49,14.68,16.60,1.31,2.68,14.06,12.08,1.48,N/A,N/A,N/A,N/A,0.82,0.88,0.71,0.48,1387.00,962.00,1010.00,787.00,644.00,1697.00,1048.00,N/A,N/A,N/A,35.73,N/A,N/A
PKG,16.08,13.07,15.41,1.66,3.53,11.76,9.02,1.82,N/A,N/A,N/A,N/A,0.99,3.09,2.07,0.80,2423.00,1660.00,1434.00,1080.00,1065.00,2436.00,2083.00,N/A,N/A,N/A,34.06,N/A,N/A
PARA,3.76,4.94,4.39,0.69,0.87,20.74,1.69,1.01,N/A,N/A,N/A,N/A,0.51,1.76,1.60,0.66,3656.00,1418.00,1821.00,1533.00,787.00,2320.00,1006.00,N/A,N/A,N/A,33.49,N/A,N/A
PH,29.96,N/A,24.39,2.02,N/A,13.46,14.55,3.14,N/A,N/A,N/A,N/A,0.69,2.06,1.68,0.10,2821.00,1795.00,1018.00,829.00,568.00,1526.00,1605.00,N/A,N/A,N/A,44.25,N/A,N/A
PAYX,34.43,34.45,32.28,9.75,14.45,29.87,23.21,10.23,N/A,N/A,N/A,N/A,0.48,1.25,1.25,0.24,7059.00,3990.00,3956.00,3020.00,1455.00,4617.00,4679.00,N/A,N/A,N/A,9.25,N/A,N/A
PAYC,112.22,96.10,123.29,22.89,26.95,75.65,58.01,18.61,N/A,N/A,N/A,N/A,0.36,1.09,1.09,0.14,7483.00,2402.00,2425.00,1857.00,673.00,2530.00,3040.00,N/A,N/A,N/A,1.87,N/A,N/A
PYPL,28.76,56.94,53.65,8.75,10.14,35.28,20.29,4.46,N/A,N/A,N/A,N/A,0.35,1.22,1.22,0.22,4738.00,1766.00,1604.00,1631.00,570.00,1997.00,1472.00,N/A,N/A,N/A,12.94,N/A,N/A
PENN,14.85,30.81,21.62,1.54,2.16,8.81,9.81,2.45,N/A,N/A,N/A,N/A,0.32,1.96,1.96,1.66,4086.00,1798.00,913.00,713.00,231.00,1246.00,719.00,N/A,N/A,N/A,60.07,N/A,N/A
PNR,15.35,14.91,22.12,3.25,4.98,19.95,12.57,2.29,N/A,N/A,N/A,N/A,0.84,1.24,0.70,0.09,3504.00,1744.00,1665.00,1477.00,1242.00,2456.00,2040.00,N/A,N/A,N/A,20.66,N/A,N/A
PEP,32.33,26.67,30.96,2.97,14.64,20.30,19.86,3.43,N/A,N/A,N/A,N/A,0.86,0.83,0.66,0.23,5353.00,1440.00,1236.00,959.00,822.00,5165.00,1941.00,N/A,N/A,N/A,45.88,N/A,N/A
PKI,19.53,30.13,24.87,4.63,3.55,16.63,13.58,4.88,N/A,N/A,N/A,N/A,0.44,2.01,1.50,0.51,5289.00,2856.00,2526.00,1862.00,822.00,1734.00,1581.00,N/A,N/A,N/A,34.73,N/A,N/A
PFE,12.45,9.41,15.22,4.15,4.30,10.35,10.83,2.78,N/A,N/A,N/A,N/A,0.48,1.40,1.19,0.73,5767.00,2558.00,2991.00,2757.00,1335.00,3192.00,1860.00,N/A,N/A,N/A,22.81,N/A,N/A
PM,17.07,17.05,16.31,4.72,N/A,12.38,12.74,5.62,N/A,N/A,N/A,N/A,0.73,0.92,0.47,0.23,6770.00,4138.00,3902.00,2898.00,2110.00,N/A,6215.00,N/A,N/A,N/A,68.64,N/A,N/A
PSX,29.78,7.91,24.43,0.29,1.66,5.30,19.22,0.37,N/A,N/A,N/A,N/A,2.03,1.15,0.88,0.25,302.00,109.00,155.00,117.00,237.00,685.00,323.00,N/A,N/A,N/A,27.91,N/A,N/A
PNW,13.85,15.64,12.91,2.10,1.35,9.29,12.75,4.22,N/A,N/A,N/A,N/A,0.18,0.66,0.45,0.04,2181.00,1547.00,1961.00,1627.00,294.00,1072.00,438.00,N/A,N/A,N/A,37.20,N/A,N/A
PXD,26.52,9.40,21.12,2.50,1.93,7.32,6.44,2.46,N/A,N/A,N/A,N/A,0.60,1.52,1.42,1.00,3825.00,3662.00,1537.00,1182.00,708.00,1228.00,2861.00,N/A,N/A,N/A,20.21,N/A,N/A
PNC,13.54,13.23,15.79,4.39,1.66,12.16,2.64,1.15,N/A,N/A,N/A,N/A,0.04,0.24,N/A,N/A,N/A,3594.00,3594.00,2904.00,110.00,1029.00,756.00,N/A,N/A,N/A,6.14,N/A,N/A
POOL,24.35,20.11,35.45,4.33,21.23,73.09,19.52,2.84,N/A,N/A,N/A,N/A,2.13,2.38,0.58,0.03,3054.00,1568.00,1556.00,1220.00,2601.00,7555.00,4413.00,N/A,N/A,N/A,44.20,N/A,N/A
PPG,22.18,29.09,28.69,2.46,6.47,26.43,15.86,2.15,N/A,N/A,N/A,N/A,0.82,1.42,0.97,0.23,3518.00,1055.00,1080.00,845.00,694.00,2372.00,1348.00,N/A,N/A,N/A,34.97,N/A,N/A
PPL,179.58,30.45,178.19,3.98,1.61,10.13,11.71,4.63,N/A,N/A,N/A,N/A,0.14,2.16,2.02,1.54,2820.00,2462.00,901.00,31.00,4.00,13.00,450.00,N/A,N/A,N/A,33.95,N/A,N/A
PFG,12.36,4.65,11.54,1.38,1.18,6.13,8.91,1.27,N/A,N/A,N/A,N/A,0.05,0.15,N/A,N/A,N/A,1509.00,1461.00,1199.00,57.00,1049.00,978.00,N/A,N/A,N/A,1.53,N/A,N/A
PG,25.02,24.86,24.77,4.55,7.35,21.83,18.03,4.66,N/A,N/A,N/A,N/A,0.68,0.65,0.45,0.22,4743.00,2221.00,2244.00,1838.00,1247.00,3162.00,2261.00,N/A,N/A,N/A,26.87,N/A,N/A
PGR,21.28,85.33,18.13,1.26,3.38,7.76,15.81,1.58,N/A,N/A,N/A,N/A,0.75,0.76,N/A,N/A,N/A,929.00,883.00,703.00,525.00,1900.00,2395.00,N/A,N/A,N/A,7.60,N/A,N/A
PLD,34.97,26.83,43.87,27.79,3.84,44.15,35.17,24.00,N/A,N/A,N/A,N/A,0.08,N/A,N/A,N/A,4299.00,3754.00,6982.00,6177.00,513.00,899.00,325.00,N/A,N/A,N/A,31.40,N/A,N/A
PRU,5.28,18.46,5.55,0.60,0.66,4.30,5.25,0.87,N/A,N/A,N/A,N/A,0.08,1.25,N/A,N/A,N/A,1472.00,1322.00,1073.00,81.00,1177.00,1386.00,N/A,N/A,N/A,3.22,N/A,N/A
PEG,N/A,N/A,N/A,3.85,2.33,19.37,22.48,5.58,N/A,N/A,N/A,N/A,0.18,0.88,0.78,0.12,1047.00,1047.00,-1248.00,-742.00,-131.00,-426.00,270.00,N/A,N/A,N/A,40.15,N/A,N/A
PTC,30.79,29.32,29.73,7.85,6.89,37.72,30.42,8.31,0.11,N/A,N/A,3.73,0.46,1.33,1.33,0.42,7784.00,2202.00,2168.00,2639.00,1209.00,2744.00,1254.00,1511.00,80.86,44.71,36.57,80.86,44.71
PSA,35.64,29.99,37.96,19.25,12.53,25.66,29.30,17.90,N/A,N/A,N/A,N/A,0.23,N/A,N/A,N/A,5080.00,4753.00,5570.00,5518.00,1291.00,2107.00,1144.00,N/A,N/A,N/A,43.01,N/A,N/A
PHM,5.96,4.72,7.70,1.07,1.90,14.04,4.25,0.75,N/A,N/A,N/A,N/A,1.09,3.26,0.62,0.51,2704.00,1836.00,1802.00,1386.00,1510.00,2745.00,2549.00,N/A,N/A,N/A,20.58,N/A,N/A
PVH,5.19,4.79,7.02,0.73,1.21,6.24,5.71,0.80,N/A,N/A,N/A,N/A,0.71,1.31,0.83,0.45,5818.00,1058.00,1063.00,1040.00,741.00,1901.00,1000.00,N/A,N/A,N/A,31.89,N/A,N/A
QRVO,11.74,14.12,13.12,2.92,2.84,12.92,7.44,2.71,N/A,N/A,N/A,N/A,0.63,3.63,2.51,1.44,4929.00,2802.00,2542.00,2224.00,1403.00,2251.00,1984.00,N/A,N/A,N/A,28.31,N/A,N/A
PWR,42.25,46.33,34.30,1.28,3.20,28.62,21.88,1.56,N/A,N/A,N/A,N/A,1.22,1.50,1.47,0.07,1377.00,523.00,480.00,374.00,457.00,1028.00,911.00,N/A,N/A,N/A,31.13,N/A,N/A
QCOM,19.22,13.34,17.01,4.58,15.14,14.60,15.28,4.12,0.10,745911.00,200956.00,8.85,0.87,1.68,1.41,1.04,5751.00,2916.00,3061.00,2694.00,2354.00,11285.00,4021.00,3943.00,163.81,62.09,39.52,142.00,53.83
DGX,9.05,11.31,11.14,2.05,3.19,9.92,7.11,1.92,N/A,N/A,N/A,N/A,0.78,1.56,1.44,0.50,3838.00,2265.00,2409.00,1843.00,1439.00,3011.00,2122.00,N/A,N/A,N/A,35.07,N/A,N/A
RL,12.27,12.68,13.87,1.34,3.09,11.62,7.11,1.22,N/A,N/A,N/A,N/A,0.80,1.87,1.44,1.15,6316.00,1373.00,1213.00,965.00,769.00,2335.00,1405.00,N/A,N/A,N/A,43.91,N/A,N/A
RJF,16.20,15.51,13.91,1.97,2.30,2.87,19.01,3.70,N/A,N/A,N/A,N/A,0.18,N/A,N/A,N/A,9584.00,2029.00,1813.00,1419.00,255.00,1824.00,489.00,N/A,N/A,N/A,58.11,N/A,N/A
RTX,36.37,31.06,33.60,2.02,1.76,18.36,18.27,2.50,N/A,N/A,N/A,N/A,0.40,1.19,0.93,0.22,1942.00,725.00,766.00,606.00,241.00,537.00,432.00,N/A,N/A,N/A,20.79,N/A,N/A
O,85.23,79.18,82.61,14.24,1.69,22.46,33.00,22.11,N/A,N/A,N/A,N/A,0.07,N/A,N/A,N/A,5053.00,4623.00,1882.00,1724.00,113.00,199.00,308.00,N/A,N/A,N/A,40.00,N/A,N/A
REG,31.31,23.56,35.59,11.65,2.13,19.48,21.70,13.30,N/A,N/A,N/A,N/A,0.10,N/A,N/A,N/A,4597.00,4081.00,3318.00,3274.00,333.00,601.00,437.00,N/A,N/A,N/A,39.82,N/A,N/A
REGN,8.67,12.51,8.77,4.41,3.66,10.01,7.04,4.57,N/A,N/A,N/A,N/A,0.75,3.56,3.07,1.45,8305.00,5567.00,5803.00,5025.00,3791.00,5421.00,5085.00,N/A,N/A,N/A,10.61,N/A,N/A
RF,9.21,10.18,8.75,3.17,1.23,10.25,-1.38,-0.74,N/A,N/A,N/A,N/A,0.04,0.33,N/A,N/A,N/A,4919.00,4848.00,3801.00,162.00,1384.00,1500.00,N/A,N/A,N/A,1.80,N/A,N/A
RSG,35.10,32.40,34.52,3.94,4.93,15.98,16.24,4.45,N/A,N/A,N/A,N/A,0.47,0.71,0.68,0.01,3679.00,2620.00,1395.00,1142.00,533.00,1478.00,1623.00,N/A,N/A,N/A,39.40,N/A,N/A
RMD,45.44,45.41,N/A,N/A,N/A,N/A,30.04,10.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RHI,15.15,13.04,20.81,1.93,8.94,20.66,10.81,1.20,N/A,N/A,N/A,N/A,2.35,1.67,1.67,0.46,4088.00,1149.00,1244.00,926.00,2173.00,4629.00,4708.00,N/A,N/A,N/A,8.98,N/A,N/A
ROK,21.84,43.98,25.39,4.92,14.27,27.31,23.02,4.42,0.11,285531.00,55347.00,5.23,0.76,1.02,0.76,0.22,4780.00,1772.00,2182.00,1938.00,1475.00,7936.00,2300.00,2871.00,183.20,64.69,39.75,158.11,55.83
ROL,51.42,54.37,48.00,6.94,15.55,41.89,34.32,7.17,N/A,N/A,N/A,N/A,1.27,0.72,0.66,0.24,4816.00,1815.00,1959.00,1447.00,1833.00,3466.00,3095.00,N/A,N/A,N/A,20.33,N/A,N/A
ROP,42.64,16.36,47.76,9.07,4.49,26.04,24.55,9.35,N/A,N/A,N/A,N/A,0.24,0.77,0.71,0.11,6780.00,2734.00,2200.00,1701.00,412.00,892.00,789.00,N/A,N/A,N/A,34.39,N/A,N/A
ROST,18.10,19.41,19.67,1.79,8.30,19.48,11.71,1.68,N/A,N/A,N/A,N/A,1.34,1.77,1.24,1.17,2753.00,1233.00,1194.00,911.00,1217.00,4687.00,2494.00,N/A,N/A,N/A,38.47,N/A,N/A
RCL,N/A,N/A,N/A,12.64,3.85,N/A,-11.67,6.32,N/A,N/A,N/A,N/A,0.05,0.49,0.47,0.38,-15951.00,-24882.00,-34334.00,-34334.00,-1626.00,-7598.00,-1373.00,N/A,N/A,N/A,67.25,N/A,N/A
SPGI,30.88,35.62,37.74,13.75,55.97,31.72,28.73,13.29,N/A,N/A,N/A,N/A,0.60,2.31,2.31,1.71,7140.00,5111.00,5019.00,3645.00,2194.00,23802.00,4624.00,N/A,N/A,N/A,31.29,N/A,N/A
CRM,125.95,186.36,156.91,8.55,3.96,33.32,36.51,6.79,N/A,N/A,N/A,N/A,0.32,0.98,0.98,0.48,6565.00,207.00,578.00,545.00,175.00,290.00,91.00,N/A,N/A,N/A,14.49,N/A,N/A
SBAC,160.71,105.85,182.01,18.73,N/A,36.35,33.10,20.81,N/A,N/A,N/A,N/A,0.24,N/A,N/A,N/A,4607.00,3650.00,1094.00,1029.00,251.00,N/A,942.00,N/A,N/A,N/A,148.16,N/A,N/A
SLB,28.18,20.36,22.72,1.86,2.80,9.19,12.16,2.60,N/A,N/A,N/A,N/A,0.55,1.22,0.91,0.30,1782.00,1393.00,1035.00,820.00,448.00,1389.00,1049.00,N/A,N/A,N/A,36.60,N/A,N/A
STX,11.33,10.98,9.39,1.33,133.01,9.34,9.44,1.97,N/A,N/A,N/A,N/A,1.32,1.13,0.69,0.17,2975.00,1704.00,1440.00,1414.00,1872.00,44568.00,3417.00,N/A,N/A,N/A,63.69,N/A,N/A
SEE,17.81,15.35,20.93,1.86,40.18,14.49,10.75,2.00,N/A,N/A,N/A,N/A,0.90,1.03,0.67,0.28,2971.00,1605.00,1294.00,888.00,798.00,23324.00,2211.00,N/A,N/A,N/A,60.58,N/A,N/A
SRE,40.91,45.93,33.02,3.17,1.67,9.84,15.45,5.24,N/A,N/A,N/A,N/A,0.19,0.44,0.40,0.06,2790.00,2334.00,168.00,1009.00,190.00,534.00,601.00,N/A,N/A,N/A,34.46,N/A,N/A
NOW,441.18,551.07,573.37,22.37,35.07,60.19,154.72,15.12,N/A,N/A,N/A,N/A,0.60,0.99,0.99,0.67,7705.00,436.00,422.00,390.00,236.00,704.00,472.00,N/A,N/A,N/A,20.50,N/A,N/A
SHW,34.95,36.40,50.45,4.72,37.73,35.55,20.50,3.59,N/A,N/A,N/A,N/A,0.97,0.88,0.55,0.03,4246.00,1336.00,1127.00,935.00,908.00,6165.00,1927.00,N/A,N/A,N/A,55.62,N/A,N/A
SBNY,13.73,11.22,21.52,8.20,2.50,12.79,-9.98,-4.76,N/A,N/A,N/A,N/A,0.02,0.28,N/A,N/A,N/A,5406.00,5406.00,3974.00,95.00,1342.00,1160.00,N/A,N/A,N/A,3.05,N/A,N/A
SPG,18.59,18.06,25.64,10.26,15.82,13.53,17.25,12.19,N/A,N/A,N/A,N/A,0.15,N/A,N/A,N/A,5633.00,4714.00,3410.00,4398.00,656.00,7029.00,788.00,N/A,N/A,N/A,76.53,N/A,N/A
SWKS,12.29,13.70,18.27,5.36,5.12,15.45,9.04,3.55,0.08,N/A,N/A,8.89,0.75,4.35,3.01,1.55,4882.00,3288.00,3129.00,2933.00,2188.00,3167.00,2788.00,2529.00,42.20,29.68,28.09,42.20,29.68
SJM,22.92,22.90,23.46,1.85,1.79,13.00,12.32,2.34,N/A,N/A,N/A,N/A,0.49,1.03,0.47,0.09,3025.00,1324.00,1055.00,787.00,385.00,775.00,821.00,N/A,N/A,N/A,28.38,N/A,N/A
SNA,15.51,14.44,14.44,2.57,2.75,12.26,10.46,2.71,N/A,N/A,N/A,N/A,0.69,3.11,2.29,0.79,5178.00,2433.00,2362.00,1783.00,1232.00,2050.00,2068.00,N/A,N/A,N/A,18.65,N/A,N/A
SEDG,109.35,134.57,92.83,8.00,11.31,73.34,74.71,7.45,N/A,N/A,N/A,N/A,0.74,3.26,2.53,1.33,3203.00,1048.00,953.00,861.00,635.00,1412.00,1090.00,N/A,N/A,N/A,24.75,N/A,N/A
SO,34.77,27.61,30.61,3.15,2.70,11.87,14.96,5.35,N/A,N/A,N/A,N/A,0.19,0.82,0.61,0.16,2824.00,2269.00,1109.00,1037.00,192.00,853.00,614.00,N/A,N/A,N/A,43.49,N/A,N/A
LUV,24.29,24.85,26.70,1.65,2.44,11.24,537.42,0.94,N/A,N/A,N/A,N/A,0.42,1.97,1.91,1.69,734.00,-782.00,839.00,619.00,261.00,1013.00,-564.00,N/A,N/A,N/A,32.18,N/A,N/A
SWK,9.83,15.36,18.57,1.99,2.81,46.94,7.79,1.26,N/A,N/A,N/A,N/A,0.60,0.97,0.35,0.02,3368.00,1411.00,1051.00,1026.00,619.00,1414.00,1278.00,N/A,N/A,N/A,24.99,N/A,N/A
SBUX,24.64,24.10,31.88,4.61,N/A,17.90,15.75,3.66,0.16,75872.00,10964.00,22.99,0.96,1.20,1.00,0.81,2270.00,1605.00,1843.00,1445.00,1382.00,N/A,2605.00,2744.00,N/A,129.10,75.19,N/A,116.80
STT,10.23,10.32,12.94,2.97,1.34,37.20,9.04,3.46,N/A,N/A,N/A,N/A,0.04,2.41,N/A,N/A,N/A,2887.00,2827.00,2401.00,86.00,1006.00,708.00,N/A,N/A,N/A,5.04,N/A,N/A
STE,84.75,56.17,97.47,5.18,3.70,35.62,20.40,5.02,N/A,N/A,N/A,N/A,0.51,2.04,1.41,0.38,4389.00,1357.00,686.00,532.00,271.00,468.00,802.00,N/A,N/A,N/A,28.71,N/A,N/A
SYK,42.78,41.02,51.27,5.98,6.79,31.33,20.27,5.35,N/A,N/A,N/A,N/A,0.50,2.20,1.47,0.66,6260.00,2140.00,1333.00,1166.00,578.00,1426.00,1324.00,N/A,N/A,N/A,37.25,N/A,N/A
SIVB,14.57,17.56,21.70,6.50,3.16,21.20,7.35,3.56,N/A,N/A,N/A,N/A,0.04,0.08,N/A,N/A,N/A,4828.00,4610.00,3102.00,112.00,1499.00,1951.00,N/A,N/A,N/A,1.45,N/A,N/A
SYF,4.92,4.90,6.32,2.35,1.89,3.72,3.74,1.99,N/A,N/A,N/A,N/A,0.12,N/A,N/A,N/A,9194.00,5318.00,4903.00,3761.00,440.00,3203.00,2108.00,N/A,N/A,N/A,15.15,N/A,N/A
SNPS,78.31,58.38,69.20,12.48,9.63,33.28,54.27,11.93,N/A,N/A,N/A,N/A,0.50,1.16,1.07,0.66,7867.00,1794.00,1918.00,1804.00,903.00,1485.00,1306.00,N/A,N/A,N/A,7.62,N/A,N/A
SYY,31.16,N/A,N/A,N/A,N/A,N/A,15.12,0.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TMUS,59.59,104.82,48.12,1.82,2.10,7.55,10.69,3.52,N/A,N/A,N/A,N/A,0.36,0.89,0.78,0.28,3640.00,1250.00,418.00,377.00,138.00,450.00,571.00,N/A,N/A,N/A,48.83,N/A,N/A
TROW,10.08,12.74,14.99,5.86,4.99,12.77,7.14,3.95,N/A,N/A,N/A,N/A,0.66,N/A,N/A,N/A,8438.00,4990.00,5207.00,3914.00,2565.00,3589.00,3843.00,N/A,N/A,N/A,1.99,N/A,N/A
TTWO,33.71,101.82,42.95,5.12,4.66,69.59,23.19,4.59,N/A,N/A,N/A,N/A,0.56,1.83,1.83,1.38,5616.00,1555.00,1328.00,1193.00,665.00,1171.00,1438.00,N/A,N/A,N/A,3.82,N/A,N/A
TPR,12.04,10.87,14.47,2.10,3.66,9.12,7.89,1.55,0.25,350384.00,50866.00,16.56,0.70,2.37,1.85,1.41,7089.00,1906.00,1562.00,1452.00,1023.00,3014.00,1626.00,1385.00,105.56,51.35,41.04,95.73,46.57
TGT,12.03,13.54,15.44,1.01,8.00,12.43,7.64,0.83,N/A,N/A,N/A,N/A,2.02,0.99,0.35,0.27,2707.00,852.00,840.00,655.00,1322.00,5095.00,3070.00,N/A,N/A,N/A,30.60,N/A,N/A
TEL,19.77,17.30,21.22,3.21,4.43,17.93,13.69,2.94,0.09,167674.00,25337.00,5.63,0.73,1.56,1.02,0.26,3170.00,1750.00,1594.00,1511.00,1108.00,2253.00,1777.00,1626.00,42.73,29.94,21.17,36.89,25.85
TDY,39.30,27.72,43.46,4.19,2.68,23.47,18.52,4.16,N/A,N/A,N/A,N/A,0.47,1.62,1.12,0.32,3898.00,1807.00,1157.00,965.00,456.00,821.00,1037.00,N/A,N/A,N/A,29.71,N/A,N/A
TFX,24.81,23.57,32.10,5.54,4.19,23.89,16.84,4.79,N/A,N/A,N/A,N/A,0.40,2.10,1.40,0.65,5511.00,1999.00,1991.00,1727.00,692.00,1368.00,963.00,N/A,N/A,N/A,28.93,N/A,N/A
TER,18.08,20.19,29.60,8.11,10.35,27.34,11.22,4.32,N/A,N/A,N/A,N/A,0.99,3.20,2.90,1.70,5937.00,3264.00,3135.00,2740.00,2719.00,4250.00,4450.00,N/A,N/A,N/A,4.85,N/A,N/A
TSLA,175.74,104.46,215.99,22.17,36.16,103.78,94.50,13.24,N/A,N/A,N/A,N/A,0.94,1.38,1.08,0.92,2528.00,1207.00,1178.00,1026.00,967.00,2108.00,1677.00,N/A,N/A,N/A,14.28,N/A,N/A
TXN,22.03,19.83,22.80,9.62,13.06,20.15,16.53,8.41,N/A,N/A,N/A,N/A,0.83,5.33,4.58,3.79,6669.00,4914.00,4862.00,4217.00,3514.00,6870.00,4764.00,N/A,N/A,N/A,33.25,N/A,N/A
TXT,20.36,18.11,23.44,1.41,2.46,10.94,13.07,1.30,N/A,N/A,N/A,N/A,0.79,2.37,1.27,0.68,2184.00,698.00,705.00,603.00,478.00,1180.00,803.00,N/A,N/A,N/A,26.21,N/A,N/A
TMO,30.45,31.35,34.29,6.76,6.45,28.45,20.43,6.16,N/A,N/A,N/A,N/A,0.48,1.50,1.12,0.33,5007.00,2631.00,2255.00,1970.00,941.00,2052.00,1536.00,N/A,N/A,N/A,38.20,N/A,N/A
TJX,24.24,23.34,26.43,1.79,14.05,27.23,15.05,1.66,N/A,N/A,N/A,N/A,1.64,1.27,0.70,0.59,2835.00,957.00,906.00,676.00,1108.00,5547.00,2332.00,N/A,N/A,N/A,43.94,N/A,N/A
TSCO,22.64,21.26,26.52,2.08,12.89,23.22,15.15,1.87,N/A,N/A,N/A,N/A,1.62,1.57,0.51,0.43,3305.00,1076.00,1005.00,783.00,1271.00,5079.00,2406.00,N/A,N/A,N/A,45.33,N/A,N/A
TT,27.00,25.04,34.39,3.46,7.60,30.87,17.05,2.69,N/A,N/A,N/A,N/A,0.78,1.36,1.04,0.45,3163.00,1446.00,1267.00,1021.00,797.00,2281.00,1727.00,N/A,N/A,N/A,29.27,N/A,N/A
